strain	accession	strain_name	date	host	country	virus	subtype	type	sequence_locus
nl63/FJ656168/95343/2006	FJ656168	95343	2006-12-XX	Human	Sweden	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055602/954A_2008/2008	KM055602	954A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055623/954A_2008/2008	KM055623	954A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055648/954A_2008/2008	KM055648	954A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055603/971A_2008/2008	KM055603	971A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055624/971A_2008/2008	KM055624	971A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055643/971A_2008/2008	KM055643	971A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055604/990A_2008/2008	KM055604	990A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055625/990A_2008/2008	KM055625	990A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055646/990A_2008/2008	KM055646	990A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055605/996A_2008/2008	KM055605	996A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055626/996A_2008/2008	KM055626	996A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055649/996A_2008/2008	KM055649	996A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055606/997A_2008/2008	KM055606	997A_2008	2008-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866389/Athens.GR/125/07/2007	KX866389	Athens.GR/125/07	2007-02-18	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866386/Athens.GR/168/06/2006	KX866386	Athens.GR/168/06	2006-01-25	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866390/Athens.GR/255/07/2007	KX866390	Athens.GR/255/07	2007-03-03	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866391/Athens.GR/263/07/2007	KX866391	Athens.GR/263/07	2007-03-27	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866387/Athens.GR/301/06/2006	KX866387	Athens.GR/301/06	2006-03-12	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866392/Athens.GR/336/07/2007	KX866392	Athens.GR/336/07	2007-04-15	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866393/Athens.GR/386/08/2008	KX866393	Athens.GR/386/08	2008-02-24	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866394/Athens.GR/651/08/2008	KX866394	Athens.GR/651/08	2008-03-14	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/KX866388/Athens.GR/73/07/2007	KX866388	Athens.GR/73/07	2007-01-05	Human	Greece	Human_coronavirus_NL63	nl63	alpha	full
nl63/MN086823/Baghdad_2018/2018	MN086823	Baghdad_2018	2018-12-26	Human	Iraq	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM676089/BJ021/2014	KM676089	BJ021	2014-05-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM676090/BJ040/2014	KM676090	BJ040	2014-05-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM676091/BJ082/2014	KM676091	BJ082	2014-05-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/DQ846901/BJ8081/NA	DQ846901	BJ8081	NA	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX104161/CBJ_037/2008	JX104161	CBJ_037	2008-11-04	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX524171/CBJ123/2009	JX524171	CBJ123	2009-01-24	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK334046/ChinaGD01/2018	MK334046	ChinaGD01	2018-09-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK334043/ChinaGD02/2018	MK334043	ChinaGD02	2018-08-15	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK334044/ChinaGD03/2018	MK334044	ChinaGD03	2018-07-13	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK334047/ChinaGD04/2018	MK334047	ChinaGD04	2018-07-25	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK334045/ChinaGD05/2018	MK334045	ChinaGD05	2018-08-14	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342125/ChinaGD06/2018	MK342125	ChinaGD06	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342126/ChinaGD07/2018	MK342126	ChinaGD07	2018-07-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342127/ChinaGD08/2018	MK342127	ChinaGD08	2018-07-03	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342128/ChinaGD09/2018	MK342128	ChinaGD09	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342129/ChinaGD10/2018	MK342129	ChinaGD10	2018-08-15	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342130/ChinaGD11/2018	MK342130	ChinaGD11	2018-08-15	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342131/ChinaGD12/2018	MK342131	ChinaGD12	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342132/ChinaGD13/2018	MK342132	ChinaGD13	2018-07-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MK342133/ChinaGD14/2018	MK342133	ChinaGD14	2018-08-01	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG772808/CN0601/14/2014	MG772808	CN0601/14	2014-11-25	Human	South_Korea	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513215/CU_H1048/2009/2009	JX513215	CU_H1048/2009	2009-12-03	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513216/CU_H1694/2010/2010	JX513216	CU_H1694/2010	2010-03-04	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513249/CU_H1694/2010/2010	JX513249	CU_H1694/2010	2010-03-04	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513217/CU_H1747/2010/2010	JX513217	CU_H1747/2010	2010-03-11	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513218/CU_H1901/2010/2010	JX513218	CU_H1901/2010	2010-05-06	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513250/CU_H1901/2010/2010	JX513250	CU_H1901/2010	2010-05-06	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513219/CU_H1955/2010/2010	JX513219	CU_H1955/2010	2010-05-27	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513251/CU_H1955/2010/2010	JX513251	CU_H1955/2010	2010-05-27	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513220/CU_H1966/2010/2010	JX513220	CU_H1966/2010	2010-06-03	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513252/CU_H1966/2010/2010	JX513252	CU_H1966/2010	2010-06-03	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513221/CU_H1996/2010/2010	JX513221	CU_H1996/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513253/CU_H1996/2010/2010	JX513253	CU_H1996/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513222/CU_H2004/2010/2010	JX513222	CU_H2004/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513254/CU_H2004/2010/2010	JX513254	CU_H2004/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513223/CU_H2007/2010/2010	JX513223	CU_H2007/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/JX513255/CU_H2007/2010/2010	JX513255	CU_H2007/2010	2010-06-17	Human	Thailand	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856798/CU_488/2006	GQ856798	CU_488	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856815/CU_488/2006	GQ856815	CU_488	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856799/CU_572/2006	GQ856799	CU_572	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856816/CU_572/2006	GQ856816	CU_572	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856800/CU_583/2006	GQ856800	CU_583	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856817/CU_583/2006	GQ856817	CU_583	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856801/CU_586/2006	GQ856801	CU_586	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856818/CU_586/2006	GQ856818	CU_586	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856802/CU_604/2006	GQ856802	CU_604	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856819/CU_604/2006	GQ856819	CU_604	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856803/CU_616/2006	GQ856803	CU_616	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856820/CU_616/2006	GQ856820	CU_616	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856804/CU_643/2006	GQ856804	CU_643	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856821/CU_643/2006	GQ856821	CU_643	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856805/CU_644/2006	GQ856805	CU_644	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856822/CU_644/2006	GQ856822	CU_644	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856806/CU_662/2006	GQ856806	CU_662	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856823/CU_662/2006	GQ856823	CU_662	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856807/CU_682/2006	GQ856807	CU_682	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856824/CU_682/2006	GQ856824	CU_682	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856808/CU_706/2006	GQ856808	CU_706	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856825/CU_706/2006	GQ856825	CU_706	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856809/CU_743/2006	GQ856809	CU_743	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856826/CU_743/2006	GQ856826	CU_743	2006-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856810/CU_L182/2005	GQ856810	CU_L182	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856827/CU_L182/2005	GQ856827	CU_L182	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856811/CU_P208/2005	GQ856811	CU_P208	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856828/CU_P208/2005	GQ856828	CU_P208	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856812/CU_U0348/2005	GQ856812	CU_U0348	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856829/CU_U0348/2005	GQ856829	CU_U0348	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856813/CU_U0355/2005	GQ856813	CU_U0355	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856830/CU_U0355/2005	GQ856830	CU_U0355	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856814/CU_X091/2005	GQ856814	CU_X091	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/GQ856831/CU_X091/2005	GQ856831	CU_X091	2005-XX-XX	Human	Hong_Kong	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055611/GS05_2009/2009	KM055611	GS05_2009	2009-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KM055630/GS05_2009/2009	KM055630	GS05_2009	2009-XX-XX	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/KT266906/HCoV_NL63/Haiti_1/2015/2015	KT266906	HCoV_NL63/Haiti_1/2015	2015-01-16	Human	Haiti	Human_coronavirus_NL63	nl63	alpha	full
nl63/KP112153/HCOV/KENYA/003/2009/2014	KP112153	HCOV/KENYA/003/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/KP112157/HCOV/KENYA/004/2012/2014	KP112157	HCOV/KENYA/004/2012	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/KP112154/HCOV/KENYA/005/2009/2014	KP112154	HCOV/KENYA/005/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/KP112155/HCOV/KENYA/011/2009/2014	KP112155	HCOV/KENYA/011/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/KP112156/HCOV/KENYA/015/2009/2014	KP112156	HCOV/KENYA/015/2009	2014-07-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068554/HCoV/NL63/N01/2006	GU068554	HCoV/NL63/N01	2006-12-04	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068568/HCoV/NL63/N01/2006	GU068568	HCoV/NL63/N01	2006-12-04	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068555/HCoV/NL63/N02/2007	GU068555	HCoV/NL63/N02	2007-01-29	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068569/HCoV/NL63/N02/2007	GU068569	HCoV/NL63/N02	2007-01-29	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068556/HCoV/NL63/N03/2007	GU068556	HCoV/NL63/N03	2007-05-21	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068570/HCoV/NL63/N03/2007	GU068570	HCoV/NL63/N03	2007-05-21	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068557/HCoV/NL63/N04/2007	GU068557	HCoV/NL63/N04	2007-06-28	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068571/HCoV/NL63/N04/2007	GU068571	HCoV/NL63/N04	2007-06-28	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068558/HCoV/NL63/N05/2007	GU068558	HCoV/NL63/N05	2007-07-16	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068572/HCoV/NL63/N05/2007	GU068572	HCoV/NL63/N05	2007-07-16	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068559/HCoV/NL63/N06/2007	GU068559	HCoV/NL63/N06	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068573/HCoV/NL63/N06/2007	GU068573	HCoV/NL63/N06	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068560/HCoV/NL63/N07/2007	GU068560	HCoV/NL63/N07	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068574/HCoV/NL63/N07/2007	GU068574	HCoV/NL63/N07	2007-07-26	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068561/HCoV/NL63/N08/2007	GU068561	HCoV/NL63/N08	2007-08-02	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068575/HCoV/NL63/N08/2007	GU068575	HCoV/NL63/N08	2007-08-02	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068562/HCoV/NL63/N09/2007	GU068562	HCoV/NL63/N09	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068576/HCoV/NL63/N09/2007	GU068576	HCoV/NL63/N09	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068563/HCoV/NL63/N10/2007	GU068563	HCoV/NL63/N10	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068577/HCoV/NL63/N10/2007	GU068577	HCoV/NL63/N10	2007-08-23	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068564/HCoV/NL63/N11/2007	GU068564	HCoV/NL63/N11	2007-08-30	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068578/HCoV/NL63/N11/2007	GU068578	HCoV/NL63/N11	2007-08-30	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068565/HCoV/NL63/N12/2007	GU068565	HCoV/NL63/N12	2007-09-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068579/HCoV/NL63/N12/2007	GU068579	HCoV/NL63/N12	2007-09-06	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068566/HCoV/NL63/N13/2007	GU068566	HCoV/NL63/N13	2007-09-10	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068580/HCoV/NL63/N13/2007	GU068580	HCoV/NL63/N13	2007-09-10	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068567/HCoV/NL63/N14/2007	GU068567	HCoV/NL63/N14	2007-09-13	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/GU068581/HCoV/NL63/N14/2007	GU068581	HCoV/NL63/N14	2007-09-13	Human	China	Human_coronavirus_NL63	nl63	alpha	full
nl63/MN306018/HCoV_NL63/Seattle/USA/SC0179/2018/2018	MN306018	HCoV_NL63/Seattle/USA/SC0179/2018	2018-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/MN306040/HCoV_NL63/Seattle/USA/SC0768/2019/2019	MN306040	HCoV_NL63/Seattle/USA/SC0768/2019	2019-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/KY983586/HCoV_NL63/Seattle/USA/SC2940/2015/2015	KY983586	HCoV_NL63/Seattle/USA/SC2940/2015	2015-XX-XX	Human	USA	Human_coronavirus_NL63	nl63	alpha	full
nl63/LC488390/HCoVNL63/Tokyo/SGH_15/2017/2017	LC488390	HCoVNL63/Tokyo/SGH_15/2017	2017-XX-XX	Human	Japan	Human_coronavirus_NL63	nl63	alpha	full
nl63/LC488389/HCoVNL63/Tokyo/SGH_18/2018/2018	LC488389	HCoVNL63/Tokyo/SGH_18/2018	2018-XX-XX	Human	Japan	Human_coronavirus_NL63	nl63	alpha	full
nl63/LC488388/HCoVNL63/Tokyo/SGH_24/2018/2018	LC488388	HCoVNL63/Tokyo/SGH_24/2018	2018-XX-XX	Human	Japan	Human_coronavirus_NL63	nl63	alpha	full
nl63/EU125188/INMI3/NA	EU125188	INMI3	NA	Human	Italy	Human_coronavirus_NL63	nl63	alpha	full
nl63/EU125189/INMI4/NA	EU125189	INMI4	NA	Human	Italy	Human_coronavirus_NL63	nl63	alpha	full
nl63/EU125190/INMI5/NA	EU125190	INMI5	NA	Human	Italy	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356425/Kilifi/HH/0503/04_Jun_2010/2010	MG356425	Kilifi/HH/0503/04_Jun_2010	2010-06-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356424/Kilifi/HH/0511/01_Jun_2010/2010	MG356424	Kilifi/HH/0511/01_Jun_2010	2010-06-01	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356426/Kilifi/HH/0512/04_Jun_2010/2010	MG356426	Kilifi/HH/0512/04_Jun_2010	2010-06-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356422/Kilifi/HH/0522/21_May_2010/2010	MG356422	Kilifi/HH/0522/21_May_2010	2010-05-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356417/Kilifi/HH/1612/18_May_2010/2010	MG356417	Kilifi/HH/1612/18_May_2010	2010-05-18	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356414/Kilifi/HH/3807/11_May_2010/2010	MG356414	Kilifi/HH/3807/11_May_2010	2010-05-11	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356423/Kilifi/HH/3808/24_May_2010/2010	MG356423	Kilifi/HH/3808/24_May_2010	2010-05-24	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356421/Kilifi/HH/5401/20_May_2010/2010	MG356421	Kilifi/HH/5401/20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356419/Kilifi/HH/5402/20_May_2010/2010	MG356419	Kilifi/HH/5402/20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356416/Kilifi/HH/5405/15_May_2010/2010	MG356416	Kilifi/HH/5405/15_May_2010	2010-05-15	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356418/Kilifi/HH/5709/19_May_2010/2010	MG356418	Kilifi/HH/5709/19_May_2010	2010-05-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356413/Kilifi/IP/001/18_Mar_2008/2008	MG356413	Kilifi/IP/001/18_Mar_2008	2008-03-18	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356415/Kilifi/IP/002/14_May_2010/2010	MG356415	Kilifi/IP/002/14_May_2010	2010-05-14	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356420/Kilifi/IP/003/20_May_2010/2010	MG356420	Kilifi/IP/003/20_May_2010	2010-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356427/Kilifi/IP/004/20_Jun_2010/2010	MG356427	Kilifi/IP/004/20_Jun_2010	2010-06-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356428/Kilifi/IP/005/09_Aug_2010/2010	MG356428	Kilifi/IP/005/09_Aug_2010	2010-08-09	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356429/Kilifi/IP/006/28_Mar_2011/2011	MG356429	Kilifi/IP/006/28_Mar_2011	2011-03-28	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356430/Kilifi/IP/007/30_Mar_2011/2011	MG356430	Kilifi/IP/007/30_Mar_2011	2011-03-30	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356431/Kilifi/IP/008/12_May_2011/2011	MG356431	Kilifi/IP/008/12_May_2011	2011-05-12	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356432/Kilifi/IP/009/20_May_2011/2011	MG356432	Kilifi/IP/009/20_May_2011	2011-05-20	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356433/Kilifi/IP/010/06_Jun_2011/2011	MG356433	Kilifi/IP/010/06_Jun_2011	2011-06-06	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356434/Kilifi/IP/011/26_Jul_2011/2011	MG356434	Kilifi/IP/011/26_Jul_2011	2011-07-26	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356435/Kilifi/IP/012/15_Jun_2012/2012	MG356435	Kilifi/IP/012/15_Jun_2012	2012-06-15	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356436/Kilifi/IP/013/27_Jul_2012/2012	MG356436	Kilifi/IP/013/27_Jul_2012	2012-07-27	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356437/Kilifi/IP/014/21_Aug_2012/2012	MG356437	Kilifi/IP/014/21_Aug_2012	2012-08-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356438/Kilifi/IP/015/19_Nov_2012/2012	MG356438	Kilifi/IP/015/19_Nov_2012	2012-11-19	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356439/Kilifi/IP/016/08_Apr_2013/2013	MG356439	Kilifi/IP/016/08_Apr_2013	2013-04-08	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356440/Kilifi/IP/017/12_Apr_2013/2013	MG356440	Kilifi/IP/017/12_Apr_2013	2013-04-12	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356441/Kilifi/IP/018/03_May_2013/2013	MG356441	Kilifi/IP/018/03_May_2013	2013-05-03	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356442/Kilifi/IP/019/04_May_2013/2013	MG356442	Kilifi/IP/019/04_May_2013	2013-05-04	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356443/Kilifi/IP/020/25_May_2013/2013	MG356443	Kilifi/IP/020/25_May_2013	2013-05-25	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356444/Kilifi/IP/021/26_May_2013/2013	MG356444	Kilifi/IP/021/26_May_2013	2013-05-26	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356445/Kilifi/IP/022/17_Jun_2013/2013	MG356445	Kilifi/IP/022/17_Jun_2013	2013-06-17	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356446/Kilifi/IP/023/18_Jun_2013/2013	MG356446	Kilifi/IP/023/18_Jun_2013	2013-06-18	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356447/Kilifi/IP/024/09_Dec_2013/2013	MG356447	Kilifi/IP/024/09_Dec_2013	2013-12-09	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356448/Kilifi/IP/025/21_Jan_2014/2014	MG356448	Kilifi/IP/025/21_Jan_2014	2014-01-21	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356449/Kilifi/IP/026/24_Jan_2014/2014	MG356449	Kilifi/IP/026/24_Jan_2014	2014-01-24	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
nl63/MG356450/Kilifi/IP/027/26_Jan_2014/2014	MG356450	Kilifi/IP/027/26_Jan_2014	2014-01-26	Human	Kenya	Human_coronavirus_NL63	nl63	alpha	full
